geoid,lat,lon,Jan-11,Jan-12,Jan-13
42101007102,39.9409204,-75.2282511,6,25,-64
42101026700,40.0547569,-75.1479247,151,-64,-274
42101010200,39.9680830,-75.2316701,0,-8,-15
42101017400,39.9962138,-75.1503586,28,-91,-10
42101020102,40.0111415,-75.1545676,-63,145,-136
42101024900,40.0511009,-75.1601167,-33,25,-20
42101007300,39.9448185,-75.2232916,-145,-34,-64
42101027000,40.0493231,-75.1331512,-210,98,-187
42101006100,39.9150013,-75.2288094,-99,31,-166
42101016702,39.9904175,-75.1578177,80,186,-129
42101032100,40.0170175,-75.0589752,-179,189,-1009
42101025900,40.0799255,-75.1759762,24,-125,-34
42101006400,39.9251805,-75.2428396,110,-49,-153
42101028600,40.0285757,-75.1276448,-263,-301,-250
42101003002,39.9327263,-75.1711915,-21,266,-213
42101016901,39.9930523,-75.1758394,51,15,-34
42101026301,40.0728148,-75.1637161,41,14,-35
42101006900,39.9306204,-75.2146526,19,-1,-42
42101027402,40.0390702,-75.1251352,-344,-110,-207
42101030502,40.0457206,-75.1046619,-289,-40,-445
42101006600,39.9293155,-75.2298425,-217,105,-40
42101015600,39.9790066,-75.1418910,108,150,-200
42101027100,40.0484793,-75.1263611,132,-156,-84
42101010700,39.9687475,-75.2069442,42,211,-83
42101011900,39.9861142,-75.2288429,-43,-160,-55
42101025400,40.0604202,-75.1760718,20,10,-112
42101020000,40.0025289,-75.1508995,33,-8,-31
42101005400,39.8904539,-75.2513923,44,37,-59
42101029900,40.0131465,-75.0747146,172,152,-321
42101027401,40.0386049,-75.1286496,-201,218,-124
42101028000,40.0261190,-75.1546481,26,-6,-18
42101009802,39.9745879,-75.2679037,55,-12,-116
42101016902,39.9939857,-75.1831934,52,40,-92
42101016400,39.9896437,-75.1431665,230,-395,-169
42101006000,39.9115196,-75.2381570,-229,-93,-232
42101026000,40.0761235,-75.1694560,32,-1,-23
42101017000,40.0078614,-75.1834204,61,126,-119
42101026200,40.0664940,-75.1692176,13,19,-24
42101006200,39.9194134,-75.2335257,98,9,-101
42101008702,39.9538114,-75.2070435,91,-201,-320
42101008102,39.9522216,-75.2345584,19,-57,-3
42101012201,40.0034648,-75.2106388,-15,90,-212
42101010400,39.9654995,-75.2191193,32,21,-10
42101011700,39.9919070,-75.2404371,-345,-2,-227
42101014000,39.9735358,-75.1630966,468,96,-128
42101017900,39.9870535,-75.1139340,600,375,-545
42101010000,39.9710834,-75.2503759,81,23,-92
42101028500,40.0287154,-75.1337359,20,12,-49
42101028901,40.0171008,-75.1151820,-223,231,-98
42101019900,40.0048515,-75.1435463,-421,202,-139
42101031800,40.0311021,-75.0769892,-367,125,-227
42101024500,40.0333286,-75.1620463,64,7,-28
42101038600,40.0582762,-75.2110913,45,92,-167
42101005500,39.9074191,-75.2489174,121,15,-112
42101033101,40.0403093,-75.0379505,278,466,-573
42101020400,40.0198216,-75.1525117,-16,30,-6
42101010900,39.9649286,-75.1917650,-193,-18,-17
42101015700,39.9780463,-75.1355242,-37,-147,-173
42101031402,40.0432797,-75.0602860,-95,599,-378
42101030700,40.0573133,-75.0885390,47,65,-265
42101032500,40.0263918,-75.0452561,65,257,-443
42101017100,40.0027449,-75.1763248,21,28,-24
42101000700,39.9510463,-75.1729143,-93,90,-199
42101035602,40.1079419,-75.0480601,-353,-97,-243
42101030600,40.0504922,-75.0943787,-696,837,-377
42101034702,40.0570427,-75.0283288,45,-165,-357
42101032000,40.0271751,-75.0548674,-4,442,-455
42101007900,39.9504630,-75.2182570,324,276,-222
42101035200,40.0559122,-74.9907443,36,-24,-342
42101036303,40.1051833,-74.9702250,-158,-64,-494
42101006300,39.9210843,-75.2399762,101,95,-43
42101003300,39.9384405,-75.1958253,12,455,-134
42101034900,40.0453848,-75.0090768,42,0,-349
42101032900,40.0379010,-75.0249713,392,-155,-188
42101025200,40.0468352,-75.1771588,-316,85,-44
42101033102,40.0451050,-75.0272869,-482,-75,-254
42101033900,40.0685560,-75.0873418,178,-11,-170
42101013402,39.9653623,-75.1690326,108,95,-151
42101010500,39.9665652,-75.2142018,105,93,-21
42101020600,40.0198000,-75.1827740,-219,-33,-72
42101006500,39.9330955,-75.2318406,52,-11,-16
42101031502,40.0392658,-75.0548693,-383,-103,-201
42101007400,39.9408575,-75.2143067,-19,-36,-27
42101027200,40.0472339,-75.1180889,-88,-43,-27
42101036501,40.1290877,-75.0120077,135,-274,-310
42101031102,40.0370850,-75.0833729,-210,-64,-88
42101011800,39.9852889,-75.2357395,7,4,-6
42101011100,39.9752003,-75.2215745,-59,18,-4
42101028800,40.0222841,-75.1240562,365,8,-86
42101000803,39.9493748,-75.1742489,169,31,-182
42101000402,39.9532973,-75.1686952,101,-182,-151
42101029300,40.0137540,-75.0917655,-24,178,-63
42101023600,40.0427145,-75.1946940,176,-55,-93
42101031300,40.0393190,-75.0698140,40,-445,-171
42101033600,40.0614785,-75.0592350,77,-83,-281
42101017601,39.9939260,-75.1343448,-22,-17,-82
42101033300,40.0550147,-75.0440558,13,-51,-161
42101021800,40.0574759,-75.2324353,380,-199,-159
42101036502,40.1235705,-74.9993521,77,149,-177
42101027902,40.0374381,-75.1543087,-649,-31,-94
42101036202,40.0838623,-74.9781805,-31,205,-253
42101003902,39.9167178,-75.1744119,89,650,-273
42101023800,40.0389370,-75.1827038,-192,-121,-61
42101033800,40.0626481,-75.0736440,37,12,-216
42101034701,40.0645576,-75.0329783,462,50,-203
42101001600,39.9402546,-75.1483127,103,-87,-80
42101013900,39.9750563,-75.1711846,-17,9,-14
42101033000,40.0335974,-75.0338492,562,262,-264
42101036301,40.0895349,-74.9667387,91,-179,-126
42101024000,40.0280807,-75.1794623,75,-166,-49
42101008802,39.9529808,-75.2027893,729,667,-171
42101034803,40.0619427,-75.0023705,30,-113,-139
42101000500,39.9519534,-75.1581776,45,17,-31
42101030100,40.0204947,-75.0885046,77,13,-70
42101025800,40.0739801,-75.1823113,-4,6,-1
42101027300,40.0377547,-75.1189432,-8,128,-38
42101021100,40.0264564,-75.2065293,-25,-43,-66
42101037700,39.9824381,-75.1506932,-263,-46,-59
42101000200,39.9553999,-75.1569775,48,300,-21
42101027500,40.0400497,-75.1322707,40,74,-19
42101004201,39.9219554,-75.1512640,265,-181,-135
42101001300,39.9445258,-75.1862050,330,336,-93
42101020200,40.0081282,-75.1621609,154,57,-6
42101033701,40.0672105,-75.0482983,-519,238,-110
42101017500,39.9979150,-75.1429842,164,-738,-33
42101034502,40.0814446,-75.0383811,254,-154,-83
42101014400,39.9722286,-75.1400952,83,147,-43
42101027600,40.0429404,-75.1392771,-7,1,-4
42101031600,40.0326126,-75.0590717,-310,-431,-105
42101012203,40.0074668,-75.2093526,82,-142,-14
42101031101,40.0422496,-75.0785449,-67,33,-38
42101000901,39.9478866,-75.1623004,-112,88,-32
42101002802,39.9288001,-75.1614073,189,-224,-79
42101023700,40.0487394,-75.1886069,245,4,-40
42101038400,40.0714163,-75.2332568,3,-56,-44
42101003600,39.9279255,-75.1920206,342,-139,-33
42101035900,40.1103418,-75.0151645,-105,-184,-76
42101001400,39.9429436,-75.1715930,222,97,-51
42101029400,40.0094789,-75.0854721,-77,-121,-18
42101001202,39.9459117,-75.1699475,-1,225,-63
42101037500,39.9840699,-75.2551922,-213,9,-33
42101017702,39.9950621,-75.1231399,517,288,-35
42101016000,39.9793809,-75.1231903,-283,216,-84
42101007200,39.9446370,-75.2332168,-49,88,-2
42101000801,39.9497374,-75.1804054,13,77,-17
42101029100,40.0361323,-75.1074594,289,-91,-11
42101002702,39.9280114,-75.1495606,107,-172,-39
42101021700,40.0450277,-75.2239451,580,-88,-60
42101004202,39.9168570,-75.1516284,-26,423,-45
42101015800,39.9735773,-75.1294327,214,121,-43
42101038800,40.0571595,-75.1982438,-212,-75,-15
42101024200,40.0285110,-75.1697086,-61,204,-5
42101035302,40.0730774,-74.9968713,-250,103,-30
42101032600,40.0302773,-75.0396263,-234,-263,-37
42101028200,40.0348704,-75.1403327,-13,184,-4
42101015200,39.9854546,-75.1700491,135,-106,-3
42101000100,39.9523827,-75.1466628,-21,158,-17
42101008301,39.9577810,-75.2467384,-22,49,-1
42101013602,39.9715714,-75.1798097,219,-351,-17
42101001500,39.9419037,-75.1591158,78,23,-10
42101004001,39.9238035,-75.1662102,-145,-34,-16
42101034801,40.0545325,-75.0163104,-44,-153,-12
42101001700,39.9377593,-75.1483114,-146,90,-6
42101012000,39.9955323,-75.2297466,115,-6,-1
42101037200,39.9129487,-75.1599379,62,8,-4
42101008200,39.9491574,-75.2444494,-21,-15,0
42101010300,39.9678322,-75.2254383,-2,-17,0
42101026600,40.0634828,-75.1473266,-20,-58,0
42101017701,39.9964470,-75.1167526,101,84,1
42101018300,39.9956035,-75.0746225,18,43,13
42101033702,40.0707532,-75.0578212,5,-173,28
42101033500,40.0546014,-75.0648677,20,-224,18
42101035601,40.0973908,-75.0388184,405,-188,45
42101036302,40.0973153,-74.9805151,76,64,29
42101031200,40.0354204,-75.0774550,-275,-60,16
42101002500,39.9342960,-75.1498023,128,130,25
42101035701,40.1095846,-75.0286811,-16,80,38
42101031000,40.0497292,-75.0744541,113,-179,42
42101035301,40.0659313,-74.9934646,-121,-237,63
42101009200,39.9601608,-75.2074723,474,-48,7
42101035800,40.1213169,-75.0257898,364,-174,73
42101000300,39.9568780,-75.1716655,-600,226,38
42101008701,39.9535656,-75.2104988,393,429,47
42101023100,40.0666637,-75.2038514,71,9,17
42101013601,39.9689697,-75.1785774,17,166,35
42101036900,39.9494281,-75.1957548,290,-100,54
42101012204,40.0009407,-75.2120769,80,87,19
42101003800,39.9184658,-75.1831323,-14,-36,68
42101030800,40.0547831,-75.0819056,195,-90,66
42101036203,40.0760921,-74.9742967,121,104,97
42101035702,40.1130914,-75.0374316,214,339,77
42101989100,40.0377830,-75.0034085,-82,-99,22
42101039000,40.0357300,-75.0938840,-678,-164,46
42101038000,40.0052279,-75.0807845,-193,51,44
42101007700,39.9463523,-75.2082584,-260,53,26
42101020800,40.0213151,-75.1936140,225,31,29
42101021300,40.0322339,-75.2181175,267,118,72
42101033200,40.0439411,-75.0448281,-281,4,63
42101031700,40.0306050,-75.0683989,44,-345,92
42101001002,39.9450045,-75.1466193,-254,47,82
42101025700,40.0724586,-75.1962708,242,56,62
42101014500,39.9760715,-75.1484189,-20,-4,5
42101009100,39.9594179,-75.1977245,107,-239,25
42101024300,40.0215855,-75.1710376,-72,93,15
42101036201,40.0820300,-74.9868079,-11,-218,136
42101026800,40.0555270,-75.1399312,137,-38,9
42101004102,39.9179425,-75.1600629,-87,401,135
42101002801,39.9289729,-75.1568319,-9,-193,65
42101020700,40.0126929,-75.1944867,-114,-292,166
42101038700,40.0833122,-75.2130770,-92,-69,67
42101038500,40.0757528,-75.2146234,107,-32,58
42101036100,40.0987766,-74.9907481,-111,-81,112
42101025600,40.0683411,-75.1883025,76,172,58
42101021500,40.0350417,-75.2288249,201,62,115
42101034400,40.0943325,-75.0564419,-102,-377,242
42101034200,40.0825947,-75.0721585,145,-13,108
42101021000,40.0244730,-75.2151045,191,401,180
42101004002,39.9188943,-75.1674160,116,-317,176
42101038100,40.0189334,-75.0399564,196,55,23
42101001900,39.9400454,-75.1722270,-17,278,69
42101001800,39.9399998,-75.1593091,-55,-92,94
42101002400,39.9367634,-75.1595100,-646,642,158
42101024700,40.0417034,-75.1645311,-256,-47,18
42101021900,40.0505829,-75.2470033,-194,159,60
42101030900,40.0437632,-75.0851914,-299,59,83
42101000401,39.9541871,-75.1758082,307,147,67
42101034501,40.0749091,-75.0392089,549,19,130
42101022000,40.0562177,-75.2520092,94,53,70
42101006700,39.9242475,-75.2242816,103,10,65
42101000902,39.9471596,-75.1566389,-48,244,94
42101008602,39.9569725,-75.2167030,82,-112,30
42101029800,40.0159529,-75.0678013,-142,133,141
42101007800,39.9464580,-75.2162637,-42,221,149
42101034000,40.0711759,-75.0735007,6,87,137
42101030200,40.0259863,-75.0823128,-387,-12,149
42101036000,40.1042670,-75.0108187,-479,-247,110
42101002900,39.9306984,-75.1655729,105,-188,210
42101037300,39.9024981,-75.1879361,70,118,240
42101020900,40.0186576,-75.2089795,113,47,171
42101013401,39.9659574,-75.1752507,-30,76,136
42101013300,39.9666126,-75.1629455,372,-91,97
42101009300,39.9622914,-75.2240225,54,-23,6
42101001101,39.9449918,-75.1625240,-71,43,184
42101000600,39.9493845,-75.1583354,73,57,70
42101035500,40.0911285,-75.0293244,-72,-447,415
42101018400,39.9996644,-75.0637363,-14,141,150
42101038200,39.9963741,-75.0973643,-133,23,99
42101008601,39.9537341,-75.2165930,69,92,98
42101014200,39.9652375,-75.1359612,206,149,196
42101001201,39.9471666,-75.1798721,337,-33,235
42101026500,40.0587255,-75.1546921,-2,-23,8
42101034802,40.0687035,-75.0097300,-20,-212,270
42101013500,39.9693564,-75.1700367,62,-118,122
42101024600,40.0409623,-75.1729016,222,-106,18
42101028902,40.0216105,-75.1116877,220,-402,121
42101034100,40.0763415,-75.0806938,167,-21,445
42101009000,39.9595116,-75.1906245,40,272,267
42101001001,39.9456722,-75.1516020,43,86,171
42101001102,39.9442654,-75.1566960,166,90,171
42101037800,39.9805802,-75.0956845,-216,181,139
42101020300,40.0125820,-75.1495922,8,-12,6
42101023500,40.0394435,-75.2007925,-54,88,55
42101019000,40.0095015,-75.0986136,-224,229,238
42101021400,40.0279290,-75.2240827,42,144,240
42101002701,39.9285526,-75.1537033,87,296,137
42101035100,40.0488411,-74.9859716,-138,-247,259
42101002300,39.9348217,-75.1629799,-102,-16,163
42101000804,39.9485646,-75.1677563,176,137,243
42101003001,39.9290640,-75.1719912,45,99,102
42101018800,39.9973659,-75.1058296,-258,153,320
42101008500,39.9568821,-75.2265389,-47,-49,20
42101034600,40.0708314,-75.0207264,-36,48,119
42101016500,39.9890550,-75.1491723,27,-89,8
42101019100,40.0095510,-75.1071820,-149,566,296
42101036600,39.9470272,-75.1404472,3,116,109
42101027800,40.0425278,-75.1471626,70,153,21
42101014300,39.9671225,-75.1265617,144,39,128
42101036700,39.9607248,-75.1439885,171,-92,163
42101017300,39.9985707,-75.1609337,-22,-22,4
42101014800,39.9802047,-75.1691610,88,-61,9
42101019502,40.0034030,-75.1300445,248,114,171
42101026400,40.0625462,-75.1620066,3,-28,15
42101014600,39.9764305,-75.1546990,103,307,101
42101011200,39.9736041,-75.2336533,-19,-17,6
42101031900,40.0230600,-75.0648988,-74,-114,284
42101031501,40.0365919,-75.0481642,-432,-674,480
42101026900,40.0556007,-75.1324048,-64,-131,45
42101016200,39.9840197,-75.1384217,39,35,89
42101018002,39.9836344,-75.1067096,-271,-219,517
42101010100,39.9721396,-75.2425290,34,79,15
42101014900,39.9816503,-75.1804029,7,236,41
42101031401,40.0457134,-75.0665728,104,-175,303
42101014700,39.9785489,-75.1620244,273,321,179
42101012100,39.9964998,-75.2223795,-51,12,73
42101033400,40.0535052,-75.0529610,445,-248,357
42101015102,39.9861430,-75.1794280,17,-19,3
42101021200,40.0348390,-75.2125337,90,-169,221
42101021600,40.0436758,-75.2403985,431,85,198
42101019200,40.0006393,-75.1150648,151,81,354
42101010600,39.9646327,-75.2079213,40,-13,6
42101013100,39.9651312,-75.1507381,76,-23,38
42101013800,39.9764504,-75.1771771,108,162,40
42101004101,39.9229611,-75.1589741,54,32,288
42101009600,39.9655396,-75.2435075,7,-4,7
42101017800,39.9913734,-75.1173063,233,17,300
42101009400,39.9632709,-75.2322437,48,-5,17
42101019501,40.0004303,-75.1316227,-117,-106,130
42101014100,39.9708771,-75.1524555,-37,9,63
42101023900,40.0339713,-75.1875115,3,-17,51
42101032300,40.0210898,-75.0515270,29,102,295
42101003100,39.9323428,-75.1779572,-13,110,44
42101037600,39.9599009,-75.1551651,56,325,162
42101003901,39.9238262,-75.1732854,62,44,646
42101025300,40.0542198,-75.1822200,90,185,63
42101037900,39.9910899,-75.0927158,-102,3,637
42101980100,40.0509585,-75.2149160,-43,27,8
42101030000,40.0186719,-75.0780880,-95,-64,322
42101020101,40.0036824,-75.1553072,30,-4,7
42101029200,40.0249561,-75.1021580,113,-113,196
42101007000,39.9351850,-75.2214770,129,18,45
42101028300,40.0260505,-75.1438525,-149,-24,49
42101015300,39.9837644,-75.1608849,389,255,385
42101017602,39.9967182,-75.1305528,-113,-91,204
42101016800,39.9917820,-75.1676540,20,-68,35
42101008101,39.9483649,-75.2360506,-22,-4,8
42101010800,39.9660217,-75.1989890,77,-4,32
42101028100,40.0304473,-75.1491299,117,-106,33
42101980200,40.0714709,-75.0443910,-224,62,44
42101018001,39.9810569,-75.1128000,-191,-64,421
42101038300,40.0108630,-75.1248984,5,386,179
42101013700,39.9772752,-75.1842323,201,414,212
42101016701,39.9911965,-75.1619017,-47,-6,4
42101008801,39.9539319,-75.1984477,106,-51,213
42101015101,39.9869632,-75.1857502,29,-75,17
42101007101,39.9381580,-75.2249984,29,-11,28
42101024400,40.0248284,-75.1638925,20,-135,37
42101009801,39.9775172,-75.2665972,290,-95,108
42101017202,39.9986670,-75.1742061,27,111,34
42101002200,39.9364111,-75.1703923,-51,-58,121
42101003200,39.9333011,-75.1854187,32,-50,81
42101027901,40.0458879,-75.1544482,32,-98,15
42101028700,40.0218194,-75.1314402,-27,0,118
42101019800,40.0107245,-75.1421472,46,232,284
42101016300,39.9885061,-75.1339156,80,62,272
42101016100,39.9844571,-75.1275250,-53,-30,615
42101003702,39.9245283,-75.1824354,85,66,313
42101024800,40.0468442,-75.1668818,-122,5,9
42101025500,40.0625796,-75.1840640,103,11,236
42101024100,40.0332734,-75.1759175,106,-5,73
42101029000,40.0296096,-75.1166058,-285,-32,297
42101011500,39.9773687,-75.2518303,280,-207,146
42101012500,39.9613701,-75.1720837,479,-24,916
42101005600,39.8988328,-75.2447347,43,10,31
42101980000,39.9880961,-75.1967773,187,99,198
42101028400,40.0251577,-75.1381287,98,24,191
42101026302,40.0687425,-75.1571945,82,-196,104
42101036400,40.1127747,-74.9789137,-121,49,88
42101013200,39.9662042,-75.1571335,70,-76,95
42101008000,39.9506613,-75.2268423,-99,-64,207
42101002100,39.9372214,-75.1768955,102,60,166
42101003701,39.9276728,-75.1806654,68,10,255
42101027700,40.0505444,-75.1512267,-66,-91,122
42101009500,39.9658709,-75.2379140,2,4,11
42101030501,40.0428163,-75.0994351,30,-235,452
42101019700,40.0162799,-75.1379372,-178,-212,549
42101008302,39.9566981,-75.2414378,-15,-22,23
42101011400,39.9807388,-75.2440178,-18,20,42
42101002000,39.9381416,-75.1843145,3,5,102
42101038900,40.0543431,-75.1682764,76,-23,114
42101026100,40.0704645,-75.1755189,-32,-14,33
42101008400,39.9579899,-75.2354681,86,-1,113
42101016600,39.9890491,-75.1536062,102,-4,157
42101020500,40.0158738,-75.1643607,22,18,117
42101011000,39.9737291,-75.2062951,-2,5,143
42101017201,39.9993972,-75.1686145,-18,5,96
